"Step","rl_config.agent: cql - delay/slice_0_delay_violation_rate","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: equal - delay/slice_0_delay_violation_rate","rl_config.agent: equal - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: equal - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: baseline - delay/slice_0_delay_violation_rate","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: sac - delay/slice_0_delay_violation_rate","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MAX"
"10","5.101628505653274","0","25","6.700603318250377","0","30","4.161346589918018","0","19.666666666666664","3.8715378189062397","0","25"
"11","5.236467236467236","0","26.111111111111114","6.725702300150829","0","29.6875","4.75581922950344","0","20","4.114883132740276","0","25"
"12","5.2655677655677655","0","25","6.789396367521367","0","31.770833333333332","4.598446216093275","0","20","4.4687627187627195","0","25"
"13","5.294668294668295","0","25","7.420816464237516","0","35","5.120687001814453","0","20","4.654169360051713","0","25"
"14","5.402159244264507","0","25","7.4500407000407","0","35","5.940258710935403","0","30.701754385964914","4.783526658526658","0","25"
"15","5.384615384615385","0","25","7.63756503158677","0","34.770531400966185","5.8440097913782125","0","33.333333333333336","4.621489621489622","0","25"
"16","5.3627403846153845","0","25","7.811490978157645","0","38.46153846153847","7.99556652497829","0","50","4.900736647935527","0","25"
"17","5.3257918552036205","0","25","7.771546494852122","0","38.26086956521739","10.219867851446798","0","100","5.265010187610806","0","25"
"18","5.384615384615385","0","25","7.866230413105413","0","39.0625","9.289600867781127","0","84.29840144018688","5.205313434415602","0","25"
"19","5.259577677224735","0","25","8.160219988344988","0","43.4375","6.143921840255372","0","33.333333333333336","4.522162214761836","0","25"
"20","5.957532051282051","0","25","8.596153846153847","0","45","5.050901479472908","0","33.333333333333336","4.944473515902088","0","25"
"21","6.3208735214733665","0","25","9.462179487179487","0","45","5.606138142902849","0","34.09090909090909","5.559174721985595","0","25"
"22","6.977564102564102","0","25","9.808333333333334","0","45","6.976999608578557","0","42.42424242424242","6.145453053016078","0","25"
"23","6.905017930425119","0","25","10.024928774928775","0","45","6.871179926099835","0","50","6.447304376971895","0","25"
"24","7.0107905778861666","0","27.941176470588232","9.549146155387389","0","45","6.964701964701966","0","50","6.07892107892108","0","25"
"25","7.2123965189222545","0","30","9.16839641839642","0","45","6.69661026803884","0","50","6.328177994844662","0","25"
"26","7.072115384615384","0","30","9.153846153846153","0","45","6.2774527060241345","0","50","5.979242979242979","0","25"
"27","6.662753912753912","0","30","9.031039136302294","0","45","6.352575218121436","0","46.03174603174603","5.933426361997791","0","25"
"28","6.650213675213675","0","30","8.88977250819356","0","45","5.953149414687877","0","33.333333333333336","6.485181485181486","0","26.666666666666668"
"29","6.693589743589745","0","30","9.305231227106226","0","46.5625","6.311147903193629","0","38.23529411764706","6.8077862308631545","0","26.666666666666668"
"30","6.696187584345479","0","30","9.413461538461537","0","50","6.159713302570445","0","33.333333333333336","6.901709401709401","0","26.666666666666668"
"31","7.041346153846154","0","30","9.41222879684418","0","50","6.654108474621296","0","33.333333333333336","7.038226730534423","0","26.666666666666668"
"32","7.32051282051282","0","30","9.921182983682984","0","50","7.886842615834212","0","33.333333333333336","8.071305551252076","0","29.705882352941178"
"33","7.4554945054945065","0","30","9.923076923076923","0","50","10.29316965407191","0","50","8.13261222242517","0","26.666666666666668"
"34","7.620624303232999","0","30","9.978205128205127","0","50","12.375746932955172","0","100","8.209458739064004","0","33.5"
"35","7.57051282051282","0","30","10.197179487179486","0","49.2","12.66830391830392","0","100","8.171883798067958","0","35"
"36","7.57051282051282","0","30","10.173076923076923","0","50","11.991152372934954","0","82.86315088058507","8.101343101343101","0","35"
"37","7.544197031039137","0","29.47368421052631","10.206410256410255","0","50","8.656314487633315","0","33.333333333333336","7.6270713413570554","0","35"
"38","7.554029304029304","0","29.28571428571429","10.238949938949938","0","50","7.366106116106116","0","33.333333333333336","7.583016112427877","0","36.76470588235294"
"39","7.315750915750916","0","26.78571428571429","10.05513784461153","0","50","7.55900127196014","0","33.333333333333336","7.990343616078912","0","37.8125"
"40","7.6663461538461535","0","26.666666666666668","10.366987179487179","0","50","8.070530839195998","0","35.833333333333336","8.454735740450026","0","40"
"41","7.5427350427350435","0","26.666666666666668","10.423076923076923","0","50","7.811302904182161","0","33.333333333333336","8.088371323665442","0","34.11764705882353"
"42","7.548582995951418","0","26.666666666666668","10.192307692307692","0","50","7.607816160447739","0","33.333333333333336","7.574770177140868","0","28.28125"
"43","7.57051282051282","0","26.666666666666668","10.158653846153845","0","50","7.811262811262812","0","33.333333333333336","7.440316297459154","0","26.666666666666668"
"44","7.653846153846153","0","26.666666666666668","10.297435897435896","0","50","7.71166741754977","0","33.333333333333336","7.613451363451364","0","26.666666666666668"
"45","7.460916860916861","0","26.666666666666668","10.64366515837104","0","50","8.399875859434683","0","33.333333333333336","7.774994613229908","0","26.666666666666668"
"46","7.645580296896087","0","26.666666666666668","11.026878092667564","0","50","8.400843221045902","0","33.333333333333336","7.640953817424407","0","26.666666666666668"
"47","7.69957264957265","0","26.666666666666668","11.287854030501089","0","50","8.60189964356631","0","33.333333333333336","7.992499563928135","0","29.666666666666668"
"48","7.788461538461538","0","26.666666666666668","11.556485671191554","0","50","8.62104562104562","0","33.333333333333336","8.046779609279609","0","30"
