"Step","rl_config.agent: cql - delay/slice_1_delay_violation_rate","rl_config.agent: cql - delay/slice_1_delay_violation_rate__MIN","rl_config.agent: cql - delay/slice_1_delay_violation_rate__MAX","rl_config.agent: equal - delay/slice_1_delay_violation_rate","rl_config.agent: equal - delay/slice_1_delay_violation_rate__MIN","rl_config.agent: equal - delay/slice_1_delay_violation_rate__MAX","rl_config.agent: baseline - delay/slice_1_delay_violation_rate","rl_config.agent: baseline - delay/slice_1_delay_violation_rate__MIN","rl_config.agent: baseline - delay/slice_1_delay_violation_rate__MAX","rl_config.agent: sac - delay/slice_1_delay_violation_rate","rl_config.agent: sac - delay/slice_1_delay_violation_rate__MIN","rl_config.agent: sac - delay/slice_1_delay_violation_rate__MAX"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0.2002164502164502","0","2.5757575757575757","0.3650516150516151","0","3.0769230769230775","0.2704517704517705","0","4.722222222222222","0.22180200751629323","0","2.4175824175824174"
"2","3.0635683760683756","0","20.68376068376068","3.0766872016872013","0","22.05128205128205","1.9598160437446148","0","12.055555555555554","2.6584919964040843","0","18.77777777777778"
"3","4.788888888888889","0","27.692307692307693","4.743032329988852","0","26.666666666666668","3.971800288136605","0","17.142857142857142","4.760133350358915","0","26.06060606060606"
"4","5.768315018315019","0","30.76923076923077","5.539009784075573","0","30.76923076923077","6.21315382340227","0","26.666666666666668","5.6843241093715475","0","26.666666666666668"
"5","6.493482242395285","0","33.904761904761905","6.654532967032966","0","35.238095238095234","6.5492047634904775","0","30.76923076923077","7.019551151203811","0","30.476190476190474"
"6","6.153044871794871","0","33.333333333333336","6.468091168091169","0","33.333333333333336","6.36767228872492","0","30.76923076923077","7.226303017969686","0","31.48148148148148"
"7","6.205128205128205","0","33.333333333333336","6.556210456210456","0","33.333333333333336","10.199919721619636","0","85.63004032258064","6.595468140636208","0","29.375"
"8","6.504964806435394","0","33.333333333333336","6.403044871794873","0","33.333333333333336","9.265138731635858","0","75.28153153153154","6.870853683353682","0","30.76923076923077"
"9","6.573919413919413","0","33.333333333333336","6.559857020019402","0","33.333333333333336","8.779897308352593","0","36.94462854218952","7.686194512063496","0","31.555555555555554"
"10","6.711199457593688","0","33.333333333333336","6.828428643724696","0","33.333333333333336","6.983410211455246","0","30.76923076923077","7.923734160576265","0","32.280701754385966"
"11","6.894466936572199","0","33.333333333333336","7.453979700854701","0","33.333333333333336","6.489938632795775","0","30.76923076923077","7.861594424094425","0","30.76923076923077"
"12","7.026018099547511","0","33.72549019607843","7.530273892773893","0","37.083333333333336","6.507950382950382","0","30.76923076923077","8.148028442146089","0","30.76923076923077"
"13","7.5286324786324785","0","37.77777777777778","8.373852866558815","0","38.75","6.6491841491841495","0","30.76923076923077","8.332041374804533","0","30.76923076923077"
"14","7.956666666666666","0","40","8.923921001051166","0","40","7.950825058241938","0","36.36363636363637","8.68697613998366","0","33.603238866396765"
"15","8.268721719457014","0","40","8.698752301703994","0","40","6.968934631473331","0","36.75213675213675","8.390544127969534","0","33.333333333333336"
"16","8.198640218570558","0","40","8.888763197586727","0","40","6.783172967383494","0","36.36363636363637","8.68262857426944","0","35.55555555555555"
"17","8.092998332936414","0","40","8.851508295625942","0","40","7.263359733947968","0","36.36363636363637","8.817720852909929","0","36.25"
"18","8.16685520361991","0","40","9.136953242835595","0","40","7.710509067651925","0","36.36363636363637","8.30280583613917","0","33.333333333333336"
"19","8.193028846153847","0","40","9.468844268476621","0","40","12.18215491324735","0","93.0952380952381","8.009513634513635","0","33.333333333333336"
"20","8.861796098638203","0","40","10.006410256410257","0","40","12.085692085692086","0","90","8.989692366315744","0","33.333333333333336"
"21","8.970403171390014","0","40","10.124358974358973","0","40","11.631146631146631","0","85","9.00038453609882","0","33.333333333333336"
"22","8.409431181844976","0","40","10.104788311418785","0","41.35658914728682","10.07731610448079","0","72.19279126324966","8.446818908282669","0","33.333333333333336"
"23","8.127964462438147","0","39.166666666666664","9.959757834757834","0","40","8.83431134349127","0","47.47858017135862","8.409990975208366","0","33.333333333333336"
"24","7.700576923076923","0","40","9.194258639910814","0","40","8.231572692873003","0","31.879892037786778","8.14896214896215","0","33.333333333333336"
"25","7.644823021181717","0","40","8.941799540328953","0","40","7.4179891686630235","0","30.76923076923077","8.262563144916086","0","33.77777777777778"
"26","7.835610661268556","0","40","9.163705203178887","0","40","6.811521811521812","0","30.76923076923077","8.19348445435402","0","33.333333333333336"
"27","7.89957264957265","0","40","9.210664335664337","0","40","7.163373663373663","0","30.76923076923077","8.09769705603039","0","35.55555555555555"
"28","7.788461538461538","0","40","9.233760683760684","0","40","6.913562627848343","0","30.76923076923077","8.145042092410515","0","38.333333333333336"
"29","7.748987854251013","0","40","8.852564102564104","0","40","6.811521811521812","0","30.76923076923077","8.36996336996337","0","40"
"30","7.716239316239317","0","40","9.454780982905984","0","40","6.853849853849854","0","30.76923076923077","7.809603823535712","0","40"
"31","7.7644230769230775","0","40","9.785897435897436","0","43.666666666666664","7.113550030216697","0","32.083333333333336","8.139540826192409","0","40"
"32","8.300503477628983","0","40","9.715934065934068","0","40","7.33044733044733","0","33.333333333333336","8.739643293214723","0","40"
"33","8.454380341880341","0","40","10.152014652014651","0","40","8.068010161847697","0","34.166666666666664","9.185220576524923","0","40"
"34","9.032051282051281","0","40","10.58974358974359","0","40","8.593628593628594","0","38.46153846153846","9.58088648564839","0","40"
"35","9.160705307764132","0","40","10.550269905533064","0","40","9.443334443334443","0","40","9.989824989824989","0","40"
"36","9.177462887989202","0","40","10.578874024526197","0","40","9.399047589837064","0","40","10.532468668433582","0","40"
"37","8.994257478632477","0","40","10.273076923076923","0","40","12.486499008238141","0","70","10.004191441357218","0","40"
"38","9.21491498697381","0","40","10.28974358974359","0","40","14.313464313464314","0","100","10.075034962253008","0","40"
"39","9.582997557997558","0","40","10.6336291913215","0","40","15.029718180978685","0","100","10.667291668231517","0","40"
"40","9.901167357968827","0","40","10.724358974358974","0","40","14.411719816131582","0","100","10.097645511400488","0","40"
"41","10.01910858151891","0","40","10.841025641025642","0","40","15.005029133053329","0","98.87600806451613","9.52991452991453","0","40"
"42","9.843924191750277","0","40","10.724358974358974","0","40","13.60116153065007","0","82.5554435483871","9.787681454348121","0","40"
"43","9.724358974358973","0","40","10.724358974358974","0","40","12.294559765056661","0","60.021672771672776","9.52991452991453","0","40"
"44","9.724358974358973","0","40","10.724358974358974","0","40","11.957486957486958","0","54.61538461538462","9.52991452991453","0","40"
"45","9.724358974358973","0","40","10.724358974358974","0","40","11.571040071040072","0","46.5","9.52991452991453","0","40"
"46","9.831310846016729","0","40","10.724358974358974","0","40","11.023421023421024","0","40","9.625608309818835","0","40"
"47","9.815268065268064","0","40","10.724358974358974","0","40","10.785325785325787","0","40","9.6165331405606","0","40"
"48","9.724358974358973","0","40","10.763574660633484","0","40","10.946536102786103","0","40","9.663392163392164","0","40"
