"Step","rl_config.agent: sac - delay/slice_0_delay_violation_rate","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: baseline - delay/slice_0_delay_violation_rate","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: cql - delay/slice_0_delay_violation_rate","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: baseline_delay - delay/slice_0_delay_violation_rate","rl_config.agent: baseline_delay - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: baseline_delay - delay/slice_0_delay_violation_rate__MAX"
"71","6.060606060606061","0","25","9.74676838313202","0","33.333333333333336","3.611111111111111","0","25","16.307963529023542","0","47.62076677348696"
"72","6.060606060606061","0","25","9.236111111111112","0","33.333333333333336","3.611111111111111","0","25","8.83662670264815","0","28.333333333333332"
"73","5.9567099567099575","0","25","9.306869600987248","0","33.333333333333336","3.611111111111111","0","25","13.619852369852373","0","98.35164835164836"
"74","5.9557109557109555","0","25","9.753125662216574","0","33.333333333333336","3.611111111111111","0","25","14.78735882567152","0","72.6890756302521"
"75","6.03030303030303","0","25","9.790209790209792","0","33.333333333333336","3.611111111111111","0","25","22.27383312493606","0","94.19191919191918"
"76","6.910533910533911","0","28.571428571428573","10.17009728239675","0","33.333333333333336","4.027777777777778","0","30","19.311166085202554","0","56.666135579913515"
"77","7.242424242424243","0","30","10.65701622352692","0","33.333333333333336","4.089506172839506","0","30","12.833165822516735","0","42.75862068965517"
"78","7.3989898989899","0","30","10.853715662328103","0","33.333333333333336","4.0931372549019605","0","30","10.73878447228887","0","37.5"
"79","7.179924242424243","0","30","10.875247620738973","0","33.333333333333336","4.027777777777778","0","30","11.94128787878788","0","39.90384615384615"
"80","7.5649350649350655","0","30","11.473299427844882","0","33.333333333333336","4.537749287749288","0","30","14.412249149318114","0","40.76923076923077"
"81","8.449883449883451","0","30","11.537401991947446","0","33.333333333333336","5.138888888888888","0","30","14.201048371524024","0","46.819047619047616"
"82","8.816345270890725","0","30","11.018160467921234","0","41.228070175438596","4.384920634920635","0","30","12.70531423309201","0","39.41058941058941"
"83","10.283337985543868","0","34.6875","11.638058910786185","0","41.666666666666664","4.605957767722473","0","30","14.390401265401266","0","30"
"84","9.772845477713632","0","30.961538461538463","12.112868192413647","0","44.791666666666664","4.70679012345679","0","30","12.401942212736259","0","36.36363636363637"
"85","9.090909090909092","0","30","11.320755892948405","0","33.333333333333336","5.138888888888888","0","30","19.584535482540222","0","98.81656804733728"
"86","9.212121212121211","0","31.333333333333332","11.677262131807588","0","33.333333333333336","5.138888888888888","0","30","16.3553826347944","0","72.98642533936652"
"87","9.318181818181818","0","32.5","12.146376350921805","0","39.743589743589745","5.138888888888888","0","30","12.050444109267639","0","36.35746606334841"
"88","9.090909090909092","0","30","13.02209236490126","0","49.01960784313726","5.138888888888888","0","30","12.216311466311467","0","37.41258741258741"
"89","9.23444976076555","0","31.57894736842105","13.924736879282335","0","48.888888888888886","5.138888888888888","0","30","20.547310479375692","0","100"
"90","9.374389051808405","0","31.666666666666668","13.848496001606053","0","47.36842105263158","5.138888888888888","0","30","21.168673338761312","0","100"
"91","9.18939393939394","0","31.083333333333332","12.588229389524072","0","40.19607843137255","5.138888888888888","0","30","20.450717995761266","0","95.84946236559139"
"92","8.75598086124402","0","30","12.503708412799323","0","42.42424242424242","5.138888888888888","0","30","21.012781215817267","0","72.6564285387815"
"93","8.88585099111415","0","30","13.16486543759271","0","50","5.113636363636363","0","30","14.787014131221198","0","52.44444444444445"
"94","9.434974747474747","0","33.78472222222222","12.613901250264886","0","50","5.242690058479532","0","30","19.235164746781752","0","72.22222222222221"
"95","9.377990430622008","0","33.1578947368421","12.707565162110619","0","50","5.748862897985705","0","30","14.397313557614986","0","59.14176245210727"
"96","9.438502673796792","0","33.82352941176471","13.302561174869787","0","50","5.634992458521871","0","30","19.83542871473906","0","100"
"97","9.177489177489177","0","30.952380952380953","13.231923578813534","0","50","5.630341880341881","0","30","15.669732173523068","0","73.21266968325793"
"98","8.892045454545455","0","30","12.965140919686375","0","50","5.375056230319388","0","30","12.324263699263698","0","44.888888888888886"
"99","9.090909090909092","0","30","13.073531342722106","0","50","5.555555555555556","0","30","23.646822337680817","0","86.33021390374331"
"100","8.882575757575758","0","30","12.826200912325316","0","50","5.686274509803922","0","30","18.909263624020216","0","55.56670729084522"
"101","8.901515151515152","0","30","12.323195146161654","0","50","5.292397660818714","0","30","14.246817173547418","0","35.476190476190474"
"102","9.090909090909092","0","30","12.810344735478425","0","50","5.972222222222221","0","30","16.42562016173127","0","56.55011655011655"
"103","9.090909090909092","0","30","13.632973087518543","0","50","6.111111111111111","0","30","15.56225616718865","0","57.27777777777778"
"104","9.168609168609168","0","30","13.891714346259802","0","50","6.068376068376068","0","30","18.89942894686728","0","70.85470085470085"
"105","9.62397080044139","0","30","13.736314190859646","0","50","5.913465876003706","0","29.51612903225806","19.32261729160125","0","56.84315684315685"
"106","9.849016480595427","0","31.111111111111107","13.891714346259802","0","50","5.986227824463119","0","29.28571428571429","19.42208832833833","0","52.44755244755245"
"107","9.946120241314752","0","31.842105263157897","13.669209578300489","0","50","6.153752436647173","0","29.72222222222222","17.291026533924093","0","44.05594405594406"
"108","9.910873440285206","0","30","13.192413646959102","0","50","5.5617379802162406","0","26.304347826086957","12.971860918197349","0","39.045010716837346"
"109","9.764309764309765","0","30","13.44105389559935","0","50","6.312134502923976","0","29.166666666666668","15.471118387785054","0","51.76767676767677"
"110","10.324675324675326","0","33.88888888888889","13.786819241364697","0","50","6.875","0","30","17.448657485777982","0","48.00990675990676"
"111","10.36516115463484","0","35","14.24968970423516","0","50","6.658496732026144","0","30","10.990314399405309","0","33.333333333333336"
"112","10.781348281348283","0","34.16666666666667","14.649290103835561","0","50","6.625816993464053","0","30","23.32587551337551","0","92.42424242424242"
"113","10.158896658896658","0","30.19230769230769","14.15532328633933","0","50","6.576797385620915","0","30","24.397774358838806","0","72.0348616900341"
"114","10.542735042735044","0","30.5","14.514609969155424","0","50","6.944444444444444","0","30","20.520982345060244","0","49.57983193277311"
"115","10.569705935090552","0","31.75","14.478097659915845","0","50","7.249025341130604","0","30","18.086598866402266","0","50.44444444444444"
"116","10.303030303030305","0","30","13.928736147987484","0","50","7.456140350877193","0","30","14.486002112926892","0","48.835530621785885"
"117","10.303030303030305","0","30","13.646959101504557","0","50","7.4638802889576885","0","30","11.428184388710706","0","37.60683760683761"
"118","10.95433977786919","0","30","13.646959101504557","0","50","6.67768959435626","0","30","23.386118866888097","0","95.45454545454545"
"119","11.655011655011656","0","30","13.646959101504557","0","50","6.374007936507936","0","30","20.73591962040614","0","67.27810253309144"
"120","11.171328671328672","0","30","13.646959101504557","0","50","5.753968253968254","0","30","12.769355794604747","0","30.128205128205124"
"121","9.97614150555327","0","30","13.646959101504557","0","50","6.4338624338624335","0","30","10.647740669292395","0","30"
"122","10.001199780611545","0","30","13.646959101504557","0","50","6.666666666666667","0","30","23.93596457483196","0","74.63396897220426"
"123","10.11946386946387","0","30","13.646959101504557","0","50","7.234162895927601","0","30","23.039793372100352","0","55.7061457061457"
"124","10.134032634032634","0","30","13.646959101504557","0","50","7.3076923076923075","0","30","16.718735266532665","0","62.98924731182795"
"125","11.508981214863569","0","31.470588235294116","13.646959101504557","0","50","7.270299145299146","0","30","12.842123677175685","0","41.96078431372549"
"126","11.9369341294475","0","31.76470588235294","13.718729436432788","0","50","6.872933201058202","0","30","15.417778566462777","0","40.833333333333336"
"127","11.491841491841491","0","33.33333333333333","14.10150455605001","0","50","6.111111111111112","0","30","13.381923631923634","0","45.03496503496503"
"128","11.188811188811188","0","30","14.215140919686375","0","50","6.111111111111112","0","30","23.383457988623906","0","91.32575757575756"
"129","11.188811188811188","0","30","14.404534859080314","0","50","6.111111111111112","0","30","18.691020470344352","0","45.59373370844621"
"130","10.582750582750583","0","30","14.828777283322738","0","50","6.111111111111112","0","30","14.16907161743432","0","55.00268961807423"
"131","10.710342289289658","0","30","15.162110616656072","0","50","6.111111111111112","0","30","10.39285851192872","0","43.36457659987071"
"132","10.567210567210568","0","30","15.281727841536453","0","50","6.111111111111112","0","30","18.45305004410136","0","100"
"133","10.48951048951049","0","30","14.619775500791546","0","50","6.06280193236715","0","30","16.673986654145384","0","100"
"134","10.041429159076218","0","30","14.278272232817688","0","50","5.648148148148148","0","30","28.116805277352814","0","94.22222222222223"
"135","9.554195804195805","0","30","14.253019707565164","0","50","5.62962962962963","0","30","19.369987810956623","0","64.24372759856631"
"136","10.634365634365635","0","30","14.306495643394038","0","50","6.108058608058609","0","30","15.307060477756734","0","56.77447552447552"
"137","10.146335146335147","0","30","14.253019707565164","0","50","6.368149824032177","0","30","19.285516853231872","0","100"
"138","9.88767271375967","0","30","14.287984742530199","0","50","6.915501165501166","0","30","18.71265308765309","0","100"
"139","9.335664335664335","0","30","14.253019707565164","0","50","5.6818181818181825","0","30","16.856950641905616","0","82.1156621156621"
"140","9.335664335664335","0","30","14.05821451275997","0","50","5.555555555555556","0","30","15.424017854573409","0","59.55128205128205"
"141","9.335664335664335","0","30","14.218054672600129","0","50","5.555555555555556","0","30","21.378143928241","0","93.34893048128342"
"142","9.378046196228015","0","30","13.953684896035229","0","50","5.481230574980575","0","30","15.407420177933112","0","56.93497537634749"
"143","9.335664335664335","0","30","13.798474253019709","0","50","5.402046783625732","0","30","11.396276350729792","0","30"
"144","9.335664335664335","0","30","13.798474253019709","0","50","5.138888888888888","0","30","16.22854821190735","0","82.15350095381055"
"145","9.47885447885448","0","30","13.717666172211626","0","50","5.308302808302808","0","30","11.387283635931048","0","42.52565358634559"
"146","10.311771561771563","0","30","13.306050010595465","0","50","5.92948717948718","0","30","22.24842800235514","0","99.44444444444444"
"147","10.236985236985237","0","30","14.39111393656848","0","50","6.017347053531264","0","30","26.05446978178004","0","81.37164750957854"
"148","10.196192696192698","0","30","14.718160627251537","0","50","5.914867296446244","0","30","21.002782405728095","0","61.458333333333336"
"149","9.67399473591424","0","30","14.718160627251537","0","50","5.982343679712101","0","30","15.587645347636906","0","59.333333333333336"
"150","9.520294520294522","0","30","14.718160627251537","0","50","5.779914529914531","0","30","12.293586017697669","0","48.08189655172414"
"151","10.749120160884868","0","32.94117647058824","15.324221233312143","0","50","5.779914529914531","0","30","12.01955451955452","0","32.22222222222222"
"152","11.34032634032634","0","33.333333333333336","16.270276374343357","0","50","6.189177537861749","0","30","17.03745798665585","0","40.55944055944056"
"153","11.34032634032634","0","33.333333333333336","17.981875521982474","0","50","7.692464806435395","0","30","22.456027579467868","0","82.82539682539682"
"154","10.657178898467262","0","30.144927536231883","15.384890229387837","0","50","6.81610219845514","0","30","23.459652021393747","0","90.38314176245211"
"155","9.838056680161943","0","30","14.606706424888245","0","50","6.341405508072175","0","30","17.59541514962971","0","63.088122605363985"
"156","9.58041958041958","0","30","16.10190799876115","0","50","6.752136752136752","0","30","20.2728791555429","0","77.54010695187165"
"157","9.58041958041958","0","30","16.514197923288833","0","50","6.507936507936507","0","30","16.273852932640985","0","49.38050455291834"
"158","9.621554915672563","0","30","16.798050434414073","0","50","6.843711843711843","0","30","14.037436400697494","0","43.7037037037037"
"159","9.58041958041958","0","30","16.61210002119093","0","50","6.841422466422466","0","30","14.744144744144743","0","44.80519480519481"
"160","9.753579753579755","0","30","16.809069718160625","0","50","7.302618235522647","0","30","14.900077485997663","0","30.555555555555554"
"161","9.753579753579755","0","30","16.371053189235006","0","50","7.288995726495727","0","30","13.046453546453547","0","30.666666666666668"
"162","10.33799533799534","0","30","16.43533234442325","0","50","7.530077108881456","0","30","19.75293667375851","0","95.6043956043956"
"163","9.945838475250241","0","30","16.839372748463656","0","50","7.434640522875817","0","30","19.86043765149157","0","80.90618939883645"
"164","10.420246420246421","0","30","16.839372748463656","0","50","7.439522283272283","0","30","19.583721833721835","0","59.3053613053613"
"165","10.603146853146853","0","30","16.98922289831381","0","50","7.614009866767219","0","30","25.56700259119614","0","97.65151515151516"
"166","10.792540792540793","0","30","17.538673447764356","0","50","8.334036212325685","0","30","23.287632338065887","0","72.98307752853208"
"167","10.907980907980908","0","30","17.14419613021012","0","50","8.859330484330485","0","30","17.40025329133663","0","40.70725758977378"
"168","10.792540792540793","0","30","17.433549813228957","0","50","7.330346878592493","0","30","15.933854552275603","0","51.04895104895105"
"169","10.936081462397253","0","30","17.209590765740497","0","50","7.107371794871795","0","30","15.09873387324368","0","39.814695108812764"
"170","11.404428904428904","0","30","17.538673447764356","0","50","8.28917378917379","0","30","19.58652458652459","0","46.666666666666664"
"171","11.491841491841493","0","30","17.447460313072963","0","50","8.420940170940172","0","30","21.059793601460267","0","42.37037037037037"
"172","11.491841491841493","0","30","16.839372748463656","0","50","7.5","0","30","14.795878868482257","0","45.91794871794871"
"173","11.491841491841493","0","30","16.839372748463656","0","50","8.147310206133737","0","30","16.972649472649472","0","97.72727272727273"
"174","11.491841491841493","0","30","16.94858992018083","0","50","8.14102564102564","0","30","27.570176736843404","0","100"
"175","11.491841491841493","0","30","17.465635374726283","0","50","8.14102564102564","0","30","22.094106630406568","0","85.73680588860854"
"176","11.491841491841493","0","30","17.357049516140425","0","50","8.100961538461538","0","30","15.17381861467883","0","54.48717948717948"
"177","11.574486119940666","0","30","16.512100021190932","0","50","7.5","0","30","15.783629913414602","0","43.019261440314075"
"178","11.460055096418735","0","30","15.6646081855412","0","50","7.394179894179893","0","30","17.383172383172383","0","40"
"179","11.375291375291376","0","30","14.718160627251537","0","50","7.196969696969696","0","30","16.7587325740976","0","38.03584229390681"
"180","11.491841491841493","0","30","14.74088789997881","0","50","7.534722222222222","0","30","14.44770099181864","0","40.55944055944056"
"181","11.769619269619271","0","30","15.064480973571882","0","50","7.5","0","30","11.583602833602834","0","38.82063882063882"
"182","11.605477855477856","0","30","15.709610210806385","0","50","7.726244343891403","0","30","21.25421106671107","0","96.15384615384616"
"183","11.636977058029691","0","30","15.096948506039418","0","50","7.645687645687645","0","30","21.97753103831535","0","72.06205559146734"
"184","12.006993006993008","0","30","14.718160627251537","0","50","7.361111111111111","0","30","17.58351081858167","0","42.332347140039445"
"185","11.946386946386946","0","30","15.689640128142804","0","50","7.9736467236467234","0","30","13.03973831490994","0","36.36363636363637"
"186","12.375679875679877","0","30","15.938508906423346","0","50","8.858705397166936","0","30","12.453013653013654","0","36.36363636363637"
"187","12.07770007770008","0","30","16.494254903345812","0","50","9.312047601521288","0","30","15.28176607343274","0","44.75524475524475"
"188","11.996891996891998","0","30","16.544316927092044","0","50","9.882443871917557","0","30","21.89582969478074","0","87.85009861932939"
"189","12.400932400932401","0","30","16.384827293918203","0","50","9.825174825174825","0","30","19.433356885279967","0","57.134404057480985"
"190","12.400932400932401","0","30","16.384827293918203","0","50","8.95066045066045","0","30","17.200136365022484","0","63.98465171192444"
"191","12.465103523927054","0","30.705882352941178","16.93091315250406","0","50","9.26010101010101","0","30","12.26058390654664","0","30.71675046830326"
"192","12.855477855477856","0","35","18.035186347879844","0","50","10.232033761445527","0","30","19.859855422355423","0","76.4423076923077"
"193","12.855477855477856","0","35","19.086155072997176","0","50","10.957082133552722","0","30","25.52928427928428","0","85.07936507936508"
"194","12.371028094712306","0","30","18.99165943353953","0","50","10.07353843267156","0","30","20.92223639884644","0","73.73371647509579"
"195","11.946386946386946","0","30","18.769160132796497","0","50","8.761407420446323","0","30","12.931238194645545","0","37.90133779264214"
"196","11.96911421911422","0","30","18.836603986125514","0","50","9.17396329161035","0","30","9.549339549339551","0","30"
"197","12.154512154512156","0","30","19.29648604514915","0","50","9.429720606191195","0","30","14.854579343215706","0","30"
"198","12.019997546313336","0","30","18.71549851663488","0","50","8.900932400932401","0","30","21.472948579737622","0","43.333333333333336"
