"Step","rl_config.agent: baseline_delay - traffic/slice_0_rate","rl_config.agent: baseline_delay - traffic/slice_0_rate__MIN","rl_config.agent: baseline_delay - traffic/slice_0_rate__MAX","rl_config.agent: sac - traffic/slice_0_rate","rl_config.agent: sac - traffic/slice_0_rate__MIN","rl_config.agent: sac - traffic/slice_0_rate__MAX","rl_config.agent: cql - traffic/slice_0_rate","rl_config.agent: cql - traffic/slice_0_rate__MIN","rl_config.agent: cql - traffic/slice_0_rate__MAX","rl_config.agent: baseline - traffic/slice_0_rate","rl_config.agent: baseline - traffic/slice_0_rate__MIN","rl_config.agent: baseline - traffic/slice_0_rate__MAX"
"74","26.023200000000003","0.336","41.424","25.848000000000003","9.104000000000001","40.807999999999986","25.8644","9.104000000000001","40.68799999999999","26.592400000000005","10.944","42.2"
"75","27.432","11.856","41.727999999999994","26.3496","11.856","40.696000000000005","26.35","11.856","40.80000000000001","26.011599999999998","10.48","40.696000000000005"
"76","30.218400000000003","12.896","44.376","27.085199999999997","12.664","43.559999999999995","27.0976","12.784","43.68","27.389999999999997","12.088","43.208"
"77","29.164399999999993","11.064","47.584","25.690799999999996","11.064","41.04800000000001","25.802000000000003","11.064","41.04800000000001","26.097199999999997","11.064","42.072"
"78","25.738","10.488","40.93599999999999","25.7332","10.712","40.93599999999999","25.985599999999998","10.712","40.93599999999999","26.1276","10.024000000000003","40.47999999999999"
"79","24.1432","11.623999999999999","42.064","26.879999999999995","11.968","41.26399999999999","26.606399999999997","11.968","41.83999999999999","26.5876","10.024000000000001","41.495999999999995"
"80","26.191600000000005","8.768","46.88799999999999","25.4968","8.768","40.599999999999994","25.43","8.768","40.831999999999994","25.7708","8.768","42.29599999999999"
"81","25.8196","0.784","41.512","25.6524","9.456000000000001","40.943999999999996","25.8452","9.456000000000001","40.728","26.549200000000003","11.168","43.8"
"82","25.968399999999995","9.344","46.104","26.3936","9.696","44.84","26.123200000000004","9.696","45.064","26.451600000000003","10.032","45.632"
"83","26.1804","0.896","45.536","25.151200000000003","9.352","42.992","25.3104","9.352","42.647999999999996","24.945199999999993","9.232","42.184"
"84","25.8348","0.672","41.839999999999996","26.0708","12.544000000000004","41.384","25.953999999999997","12.544000000000004","41.608000000000004","25.627599999999994","11.4","42.080000000000005"
"85","23.8772","11.056","40.712","25.2388","10.84","39.57600000000001","25.0512","10.84","39.456","25.696000000000005","11.056","40.83200000000001"
"86","25.9868","10.728","41.535999999999994","25.0844","10.72","40.92799999999999","25.359199999999998","10.72","41.047999999999995","25.534799999999997","9.24","40.367999999999995"
"87","26.46120000000001","0.784","52.39200000000001","26.878000000000004","12.424","44.376000000000005","26.884800000000006","12.424","44.376000000000005","26.6216","10.591999999999999","43.56"
"88","25.739600000000003","0","43.224000000000004","26.8048","12.552","42.216","27.044400000000003","12.552","43.568","27.00400000000001","11.512","42.784"
"89","25.948799999999995","2.9360000000000004","45.416","27.488","9.008000000000001","44.83200000000001","27.5208","9.008000000000001","44.944","27.856","10.144000000000002","45.168000000000006"
"90","26.916800000000006","11.624","40.839999999999996","26.0272","10.488","40.720000000000006","25.656","10.488","40.720000000000006","26.1604","9.576","42.344"
"91","24.4916","0.448","43.008","25.103200000000005","10.144","41.392","25.1056","10.144","41.74399999999999","25.286","10.144","42.768"
"92","29.375999999999994","12.08","44.512","26.5236","10.823999999999998","40.496","26.356800000000003","10.823999999999998","40.496","26.614400000000007","10.608","42.648"
"93","26.715999999999998","2.696","43.496","25.324399999999997","11.4","42.544","25.461599999999997","11.4","42.544000000000004","25.486","10.488000000000001","43.664"
"94","25.326000000000004","10.592","45.416000000000004","25.690000000000005","10.832","40.584","25.6832","10.832","40.92","25.734400000000004","11.28","40.608"
"95","26.746","0.224","43.928000000000004","25.773199999999996","11.056","42.296","25.8832","11.168","42.071999999999996","26.0608","11.056000000000001","42.647999999999996"
"96","25.0484","10.952","40.928000000000004","25.0392","10.952","40.128","25.1024","10.84","40.03200000000001","25.3416","10.032000000000002","41.040000000000006"
"97","27.8764","11.512","46.784","26.436800000000005","10.824","42.216","26.3196","10.824","42.672000000000004","26.513600000000004","10.256","42.888"
"98","24.986399999999996","0.448","53.42400000000001","25.9156","10.815999999999999","43.584","26.49","10.815999999999999","43.344","26.6416","10.591999999999999","42.536"
"99","26.637199999999996","11.055999999999997","47.232","25.757200000000005","11.168","41.976","26.0084","11.168","42.08800000000001","25.714","10.719999999999999","42.20000000000001"
"100","25.3876","0.112","42.088","25.691200000000002","10.264","40.944","25.474800000000005","10.264","40.824","25.861199999999997","11.064","41.512"
"101","24.682799999999997","3.3840000000000003","47.368","25.311200000000003","11.855999999999998","42.432","26.065200000000004","11.855999999999998","42.432","25.931599999999996","11.28","42.2"
"102","25.819200000000002","10.712","41.28","25.867200000000004","10.712","40.144000000000005","25.6612","10.712","40.504","26.064400000000006","10.488","41.616"
"103","26.902400000000007","1.008","41.728","25.701600000000003","10.48","41.495999999999995","25.666800000000002","10.48","41.495999999999995","25.5316","10.48","41.97599999999999"
"104","27.619199999999996","11.399999999999999","45.08","27.1048","11.168","43.33599999999999","27.2656","11.168","43.44799999999999","27.159599999999994","10.831999999999999","44.23199999999999"
"105","28.282400000000003","11.296","49.647999999999996","26.2768","11.296","43.57600000000001","26.231600000000004","11.296","43.464000000000006","26.730800000000006","9.456000000000001","42.992"
"106","24.685200000000002","11.287999999999998","40.023999999999994","25.8548","11.287999999999998","40.367999999999995","25.9524","11.287999999999998","40.032","26.381200000000007","11.175999999999998","42.208"
"107","26.0092","11.504","40.272","25.448799999999995","10.712000000000002","40.12","25.2652","10.712000000000002","40.264","25.730399999999996","11.632","40.032000000000004"
"108","25.941600000000005","8.664000000000001","40.24000000000001","24.907199999999996","8.664000000000001","39.343999999999994","25.051199999999998","8.664000000000001","39.576","25.2372","8.552000000000001","41.728"
"109","24.8136","11.736","45.16799999999999","26.290799999999997","11.4","41.74400000000001","26.04959999999999","11.4","41.4","26.125999999999998","10.256","41.048"
"110","27.8016","11.512","50.992000000000004","25.6692","11.736","41.736000000000004","25.8584","11.736","42.072","26.4476","10.712000000000002","43.34400000000001"
"111","24.375999999999998","0.336","50.44","25.988400000000002","11.296","40.128","25.8388","11.296","40.135999999999996","25.953599999999994","9.576","41.168000000000006"
"112","22.513599999999997","0.672","41.4","25.1332","10.712000000000002","39.792","25.059200000000004","10.712000000000002","38.784","25.866799999999994","10.024000000000001","40.824"
"113","27.0956","11.512","42.30400000000001","26.494799999999998","11.512","40.824","26.2712","11.512","41.144000000000005","25.891199999999998","10.152000000000001","42.648"
"114","27.144799999999996","9.096","41.39999999999999","25.226","10.831999999999999","41.752","25.495600000000003","10.944","43.00800000000001","25.436400000000003","9.8","41.391999999999996"
"115","26.870800000000003","10.831999999999999","42.216","25.972","10.72","41.96","25.844399999999997","10.831999999999999","41.96000000000001","25.76","10.488000000000001","41.952"
"116","25.014400000000002","10.144","42.431999999999995","25.723200000000002","10.368","41.87199999999999","26.002000000000002","10.368","41.744","26.3428","10.032","43.56"
"117","26.423199999999998","0.448","50.656","26.448399999999992","10.488","41.864","26.244799999999998","10.488","41.752","26.157599999999995","11.28","42.87200000000001"
"118","25.905199999999997","11.975999999999999","47.232","26.649199999999997","11.288","41.632000000000005","26.6988","11.288","41.616","27.2536","11.736","41.05599999999999"
"119","29.1832","11.288","42.791999999999994","26.201200000000007","11.288","40.57600000000001","26.022399999999998","11.288","40.616","26.1072","11.968","41.040000000000006"
"120","27.4464","10.951999999999998","40.92","25.145999999999997","10.952000000000002","40.720000000000006","25.354000000000003","10.952000000000002","40.352","25.3752","10.600000000000001","41.263999999999996"
"121","20.481600000000004","0.896","41.504000000000005","25.8724","11.176000000000002","41.504000000000005","25.763600000000004","11.176000000000002","41.168000000000006","25.85","10.152","41.83200000000001"
"122","22.251999999999995","4.984","40.592000000000006","26.5212","13.112","40.815999999999995","26.7048","13.112","40.815999999999995","26.603199999999998","11.848","41.392"
"123","29.204","10.264","51.832","25.002000000000002","10.264","40.024","24.8928","10.264","40.36","25.422799999999995","11.52","42.088"
"124","30.315999999999995","11.751999999999999","48.48800000000001","25.682800000000004","10.264","40.944","25.706400000000002","10.264","40.135999999999996","26.243600000000004","11.408000000000001","41.848"
"125","27.040000000000003","11.968","42.07999999999999","26.6928","11.751999999999999","42.19999999999999","26.989199999999993","11.751999999999999","42.07999999999999","26.9532","9.8","42.199999999999996"
"126","24.701999999999998","11.056000000000001","42.872","25.812","11.280000000000001","42.52","25.972400000000004","11.280000000000001","42.52","26.0884","11.056000000000001","41.727999999999994"
"127","23.061600000000006","0.448","40.264","24.819200000000006","10.256","39.112","24.6656","10.256","39.672000000000004","25.0368","9.464","40.936"
"128","25.026400000000002","11.056","40.728","25.3536","11.168000000000001","41.168000000000006","25.481200000000005","11.168000000000001","40.839999999999996","24.8004","10.136000000000001","39.688"
"129","26.362000000000002","10.831999999999999","43.464","25.879200000000004","10.831999999999999","43.208000000000006","25.7928","10.831999999999999","43.328","25.9536","10.6","44.016"
"130","27.218799999999998","0.672","48.504","26.614800000000002","10.496000000000002","42.672000000000004","26.481599999999997","10.496000000000002","41.424","26.651600000000002","9.92","42.672"
"131","25.882799999999996","0","43.111999999999995","26.139599999999994","9.92","42.976000000000006","26.001599999999996","9.92","42.968","26.9392","11.968","43.336000000000006"
"132","25.0176","9.352","45.6","26.612000000000002","9.352","45.25600000000001","26.585600000000007","9.352","45.032000000000004","26.842399999999998","9.120000000000001","45.272"
"133","24.035999999999998","0.448","43.232000000000006","26.428799999999995","10.936000000000002","42.32","26.283999999999992","10.936000000000002","42.44800000000001","26.520799999999998","10.144000000000002","43.008"
"134","26.7232","10.824","44.608000000000004","26.8452","10.943999999999999","43.456","26.188","10.943999999999999","43.112","26.445999999999998","10.376","42.30400000000001"
"135","28.821599999999997","0.784","42.56000000000001","26.3568","10.944","42.08","26.444399999999995","10.944","42.312000000000005","26.766399999999997","10.479999999999999","43.336"
"136","26.710800000000006","0","54.31999999999999","26.485200000000003","12.08","42.312000000000005","26.312800000000003","12.192","42.544000000000004","26.316000000000003","10.608","42.86399999999999"
"137","25.911599999999993","12.319999999999999","43.56799999999999","26.455599999999997","12.32","43.22399999999999","26.5636","12.32","43.455999999999996","27.0556","12.088000000000001","45.496"
"138","25.752000000000002","10.72","42.184000000000005","25.421200000000002","10.040000000000001","41.728","25.507199999999997","10.040000000000001","42.072","25.3016","11.504","39.792"
"139","27.5596","11.511999999999999","43.112","25.5348","10.6","43.00000000000001","25.597599999999996","10.6","43.120000000000005","25.461599999999997","10.032","42.984"
"140","26.311600000000006","0.56","41.528","26.756399999999996","11.511999999999999","40.48800000000001","26.6344","11.511999999999999","41.176","26.489200000000004","10.719999999999999","41.392"
"141","27.676799999999997","10.591999999999999","49.97599999999999","25.9872","10.591999999999999","40.264","26.0968","10.591999999999999","40.832","26.219599999999996","11.399999999999999","42.424"
"142","28.0092","11.632","51.34400000000001","25.8824","11.512","40.480000000000004","25.677999999999997","11.512","40.592","26.044400000000003","10.264000000000001","40.367999999999995"
"143","26.29000000000001","0.672","41.967999999999996","26.6792","10.832","42.312000000000005","26.5388","10.832","42.208000000000006","26.5516","12.319999999999999","41.632"
"144","24.8492","10.600000000000001","42.992000000000004","26.687599999999996","10.488","42.65599999999999","26.390000000000004","10.600000000000001","42.53600000000001","26.434799999999996","10.600000000000001","43.104000000000006"
"145","25.9264","0.56","41.216","25.970799999999997","11.744","41.152","26.1984","11.744","41.152","26.4144","11.511999999999999","42.408"
"146","23.775199999999995","0.784","43.456","26.810800000000008","9.8","43.448","26.755600000000005","9.8","43.224","27.0828","11.168000000000001","43.91199999999999"
"147","25.68","0.56","42.19199999999999","25.825999999999993","11.296000000000003","42.53600000000001","26.0716","11.296000000000003","42.528","26.2648","10.6","40.80800000000001"
"148","28.014399999999995","11.4","50.00000000000001","25.205999999999996","10.943999999999999","40.255999999999986","25.163999999999994","10.943999999999999","40.58399999999999","24.805199999999992","10.264","39.568000000000005"
"149","29.27759999999999","3.2880000000000003","41.76","26.010799999999996","11.4","41.168000000000006","25.9584","11.632","40.824","26.356799999999993","10.272000000000002","41.736"
"150","26.4236","11.856","45.65599999999999","25.634800000000002","12.208","40.032","25.488400000000002","12.208","40.488","25.653600000000004","10.264","40.248000000000005"
"151","25.357599999999998","12.544","42.664","26.152000000000005","12.312000000000001","42.20000000000001","25.973200000000002","12.312000000000001","41.400000000000006","26.079999999999995","12.536000000000001","43.456"
"152","21.7608","1.3440000000000003","40.599999999999994","25.316799999999994","11.184000000000001","40.01599999999999","25.430399999999995","11.184000000000001","39.352000000000004","25.868000000000002","10.831999999999999","41.872"
"153","25.739600000000003","3.1680000000000006","45.391999999999996","25.753600000000006","10.832","41.16","25.6656","10.832","41.512","25.154000000000003","10.256","40.56"
"154","29.3468","10.936000000000002","47.599999999999994","25.574800000000003","10.936000000000002","40.367999999999995","25.360400000000006","10.936000000000002","40.48","25.919999999999998","11.280000000000001","40.712"
"155","24.893200000000007","0.896","42.86400000000001","25.2348","9.464","43.903999999999996","25.136000000000003","9.464","43.8","25.896799999999995","10.032000000000002","44.455999999999996"
"156","26.094","10.943999999999999","44.72","26.662799999999997","10.712","44.599999999999994","26.63360000000001","10.712","44.599999999999994","25.735200000000003","8.760000000000002","44.36"
"157","27.326","10.712","40.84799999999999","25.205199999999998","10.712","38.888000000000005","24.9228","10.712","38.544000000000004","25.8988","10.256","40.58400000000001"
"158","26.570000000000004","11.856","43.024","26.013200000000005","12.424000000000001","40.368","25.9384","12.424000000000001","40.256","25.769600000000004","10.384","40.712"
"159","23.908000000000005","11.408000000000001","41.160000000000004","26.023199999999996","10.952","40.936","25.597600000000007","10.952","41.047999999999995","25.899199999999997","11.304","40.712"
"160","26.704400000000003","11.736","48.032000000000004","25.811999999999994","11.52","41.61600000000001","25.822000000000003","11.52","41.392","25.9036","10.032","41.15200000000001"
"161","25.559600000000003","0.448","42.55199999999999","26.230000000000008","10.6","42.88799999999999","26.345200000000006","10.6","42.775999999999996","26.658799999999996","9.799999999999999","42.192"
"162","24.2044","11.056000000000001","39.57599999999999","25.462399999999995","10.376000000000001","39.328","25.1608","10.376000000000001","39.111999999999995","25.372","10.376000000000001","40.704"
"163","26.0944","11.847999999999999","43.087999999999994","26.28079999999999","11.847999999999999","42.864","26.171200000000006","11.847999999999999","42.864","26.1252","9.352","42.072"
"164","23.334000000000003","0.672","40.959999999999994","25.5008","11.975999999999999","39.11200000000001","25.7284","11.975999999999999","39.448","25.615199999999994","11.168","40.711999999999996"
"165","25.5156","2.2560000000000002","41.16","26.1892","12.200000000000001","40.79999999999999","26.2308","12.200000000000001","40.8","26.525599999999997","11.52","42.303999999999995"
"166","31.08360000000001","11.504000000000001","46.775999999999996","26.219600000000003","11.512","41.63999999999999","25.9004","11.512","41.4","26.792400000000004","10.936","41.519999999999996"
"167","28.676800000000007","10.616","46.112","25.725999999999992","10.495999999999999","41.048","25.964400000000005","10.495999999999999","40.696000000000005","25.676800000000004","10.032","40.952"
"168","24.023999999999997","0.784","43.464","26.040399999999998","11.056","44.94399999999999","26.031200000000002","11.056","42.536","26.458","10.024000000000001","45.751999999999995"
"169","23.3692","10.368","41.976","26.321600000000007","10.368","41.976","26.1884","10.368","43.104","26.212399999999995","10.256","41.744"
"170","26.538400000000003","11.504","43.76799999999999","26.6428","11.504","42.29599999999999","26.701600000000006","11.504","43.999999999999986","26.808799999999998","11.728","42.192"
"171","27.8864","10.496","43.224000000000004","26.342800000000004","10.728","44.48000000000001","26.577199999999998","10.728","44.136","26.887199999999996","11.184000000000001","45.160000000000004"
"172","28.014800000000008","0.784","42.112","26.9184","10.719999999999999","41.504000000000005","26.811600000000006","10.719999999999999","41.400000000000006","26.694799999999997","9.816","42.53600000000001"
"173","24.170799999999996","0.224","47.824","26.487199999999994","11.056","44.007999999999996","26.54200000000001","11.056","44.336","26.576000000000004","10.832","43.68"
