"Step","rl_config.agent: sac - delay/slice_0_delay_violation_rate","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: cql - delay/slice_0_delay_violation_rate","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: baseline - delay/slice_0_delay_violation_rate","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MAX"
"21","5.472619047619047","0","25","6.3208735214733665","0","25","5.886445050047992","0","34.09090909090909"
"22","6.057303133070397","0","25","6.977564102564102","0","25","7.325849589007484","0","42.42424242424242"
"23","6.69061463046757","0","25","6.905017930425119","0","25","7.214738922404827","0","50"
"24","6.252627806975633","0","25","7.0107905778861666","0","27.941176470588232","7.312937062937064","0","50"
"25","6.546285822021116","0","25","7.2123965189222545","0","30","7.031440781440781","0","50"
"26","6.55972850678733","0","25","7.072115384615384","0","30","6.591325341325342","0","50"
"27","6.437609979889392","0","25","6.662753912753912","0","30","6.670203979027508","0","46.03174603174603"
"28","6.6871987661461345","0","26.666666666666668","6.650213675213675","0","30","6.2508068854222705","0","33.333333333333336"
"29","6.876666666666665","0","26.666666666666668","6.693589743589745","0","30","6.62670529835331","0","38.23529411764706"
"30","6.248680241327301","0","26.666666666666668","6.696187584345479","0","30","6.467698967698968","0","33.333333333333336"
"31","6.949430961195667","0","28.529411764705884","7.041346153846154","0","30","6.986813898352361","0","33.333333333333336"
"32","7.431660772178013","0","27.586206896551722","7.32051282051282","0","30","8.281184746625923","0","33.333333333333336"
"33","7.4988782051282055","0","26.666666666666668","7.4554945054945065","0","30","8.307828136775505","0","33.333333333333336"
"34","7.421995406554231","0","26.666666666666668","7.620624303232999","0","30","7.994534279602929","0","33.333333333333336"
"35","7.602187028657617","0","26.666666666666668","7.57051282051282","0","30","8.301719114219114","0","33.333333333333336"
"36","7.543363499245852","0","26.666666666666668","7.57051282051282","0","30","8.447552447552448","0","33.333333333333336"
"37","7.4090197566881","0","26.666666666666668","7.544197031039137","0","29.47368421052631","8.079863491628199","0","33.333333333333336"
"38","7.05448717948718","0","26.666666666666668","7.554029304029304","0","29.28571428571429","7.734411421911422","0","33.333333333333336"
"39","7.171703296703297","0","26.666666666666668","7.315750915750916","0","26.78571428571429","7.936951335558147","0","33.333333333333336"
"40","7.653846153846155","0","26.666666666666668","7.6663461538461535","0","26.666666666666668","8.474057381155799","0","35.833333333333336"
"41","7.471554487179487","0","26.666666666666668","7.5427350427350435","0","26.666666666666668","8.201868049391269","0","33.333333333333336"
"42","7.414957264957264","0","26.666666666666668","7.548582995951418","0","26.666666666666668","7.988206968470126","0","33.333333333333336"
"43","7.15426632191338","0","26.666666666666668","7.57051282051282","0","26.666666666666668","8.201825951825953","0","33.333333333333336"
"44","7.562256886560293","0","26.666666666666668","7.653846153846153","0","26.666666666666668","8.097250788427258","0","33.333333333333336"
"45","7.234477846546812","0","26.666666666666668","7.460916860916861","0","26.666666666666668","8.819869652406418","0","33.333333333333336"
"46","7.253872863247864","0","27.8125","7.645580296896087","0","26.666666666666668","8.820885382098197","0","33.333333333333336"
"47","7.950167887667886","0","31.42857142857143","7.69957264957265","0","26.666666666666668","9.031994625744627","0","33.333333333333336"
"48","8.255128205128205","0","33.333333333333336","7.788461538461538","0","26.666666666666668","9.052097902097902","0","33.333333333333336"
"49","8.499592999593","0","32.592592592592595","8.089966168091168","0","29.25925925925926","9.692340339399163","0","33.333333333333336"
"50","8.324786324786324","0","31.111111111111107","8.02991452991453","0","31.111111111111107","9.747497600438777","0","33.333333333333336"
"51","8.284924226100697","0","31.111111111111107","7.814959550253668","0","30","9.511549366812526","0","33.333333333333336"
"52","7.990515805681248","0","27.34375","7.660678137651823","0","30","8.850030810692576","0","33.333333333333336"
"53","8.513553113553114","0","29.642857142857146","7.784798534798535","0","30","8.383449883449885","0","33.333333333333336"
"54","8.304204374057315","0","26.666666666666668","7.605769230769231","0","30","9.216508981214863","0","33.333333333333336"
"55","8.557692307692308","0","30.76923076923077","7.885369532428356","0","30","9.986072261072263","0","33.333333333333336"
"56","8.85180995475113","0","32.549019607843135","8.684294871794872","0","32.916666666666664","10.262432665373842","0","33.333333333333336"
"57","8.845048629531387","0","33.333333333333336","8.756410256410257","0","33.333333333333336","10.49991674991675","0","33.333333333333336"
"58","9.042540792540793","0","33.333333333333336","8.68387314439946","0","33.333333333333336","9.997239602502761","0","33.333333333333336"
"59","8.910633484162897","0","33.72549019607843","8.714574898785425","0","34.03508771929825","10.021088286713287","0","33.333333333333336"
"60","9.20475113122172","0","39.6078431372549","9.082051282051282","0","40","9.972355422355424","0","33.333333333333336"
"61","9.224358974358974","0","40","9.33974358974359","0","40","10.759198556073557","0","33.333333333333336"
"62","9.372253711201079","0","40","9.33974358974359","0","40","10.624360593110595","0","33.333333333333336"
"63","9.212454212454213","0","40","9.124627310673823","0","40","10.358311623017505","0","33.333333333333336"
"64","8.89102564102564","0","40","9.08974358974359","0","40","10.393856143856144","0","33.333333333333336"
"65","8.680499325236166","0","40","9.08974358974359","0","40","10.491258741258742","0","33.333333333333336"
"66","8.503525641025641","0","40","8.8738344988345","0","40","10.235576923076923","0","33.333333333333336"
"67","8.587995337995338","0","40","8.633699633699633","0","40","10.255568505568506","0","33.333333333333336"
"68","8.800747863247864","0","40","8.455128205128206","0","40","10.036713286713287","0","33.333333333333336"
"69","8.521978021978022","0","39.36507936507937","8.455128205128206","0","40","10.036713286713287","0","33.333333333333336"
"70","8.196581196581196","0","35","8.232905982905983","0","35.55555555555555","10.036713286713287","0","33.333333333333336"
"71","8.426739926739927","0","33.333333333333336","8.121794871794872","0","33.333333333333336","10.596153846153847","0","33.333333333333336"
"72","8.369658119658121","0","33.333333333333336","8.121794871794872","0","33.333333333333336","10.315292346542346","0","33.333333333333336"
"73","8.317948717948719","0","33.333333333333336","8.121794871794872","0","33.333333333333336","10.354209515974222","0","33.333333333333336"
"74","8.304487179487179","0","33.333333333333336","8.198717948717949","0","33.333333333333336","10.59965034965035","0","33.333333333333336"
"75","8.229034690799399","0","32.333333333333336","8.506410256410257","0","33.333333333333336","10.62004662004662","0","33.333333333333336"
"76","8.609810479375698","0","30.76923076923077","8.506410256410257","0","33.333333333333336","10.828984740749448","0","33.333333333333336"
"77","9.025641025641026","0","33.333333333333336","8.508478081058726","0","33.333333333333336","11.096790158371041","0","33.333333333333336"
"78","8.809294871794872","0","33.333333333333336","8.121794871794872","0","33.333333333333336","11.19181695497485","0","33.333333333333336"
"79","8.405804843304844","0","30.76923076923077","8.121794871794872","0","33.333333333333336","10.96681742683767","0","33.333333333333336"
"80","8.564102564102566","0","30.76923076923077","8.121794871794872","0","33.333333333333336","11.29574592074592","0","33.333333333333336"
"81","8.71082621082621","0","30.76923076923077","8.207203022420414","0","33.7037037037037","11.331002331002331","0","33.333333333333336"
"82","8.557692307692308","0","30.76923076923077","7.906108597285067","0","30.76923076923077","11.045419492787914","0","41.228070175438596"
"83","8.557692307692308","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.386363636363637","0","41.666666666666664"
"84","8.546296296296296","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.647508741258742","0","44.791666666666664"
"85","8.32905982905983","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.21184697655286","0","33.333333333333336"
"86","8.307692307692308","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.407925407925408","0","33.333333333333336"
"87","8.335470085470087","0","30.76923076923077","7.774175824175825","0","30.76923076923077","11.665938228438229","0","39.743589743589745"
"88","8.731146304675717","0","30.76923076923077","7.59709843533373","0","30.316742081447963","12.147582036126929","0","49.01960784313726"
"89","8.869208277103015","0","30.76923076923077","7.942684766214178","0","30.76923076923077","12.64403651903652","0","48.888888888888886"
"90","8.892307692307693","0","30.76923076923077","7.98974358974359","0","30.76923076923077","12.602104036314564","0","47.36842105263158"
"91","8.796296296296296","0","32.592592592592595","8.01994301994302","0","30.76923076923077","11.908957399669475","0","40.19607843137255"
"92","8.345441595441596","0","30.76923076923077","7.593406593406594","0","30.76923076923077","11.862470862470863","0","42.42424242424242"
"93","8.631009615384617","0","30.76923076923077","7.741605144081925","0","30.76923076923077","12.226107226107226","0","50"
"94","9.584572006940428","0","30.76923076923077","8.127243589743589","0","30.76923076923077","11.923076923076923","0","50"
"95","9.505531135531134","0","30.76923076923077","8.506410256410257","0","30.76923076923077","11.974592074592076","0","50"
"96","9.12079587079587","0","30.76923076923077","8.615785256410257","0","30.76923076923077","12.301839881609618","0","50"
"97","8.941025641025641","0","30.76923076923077","8.631410256410257","0","30.76923076923077","12.262989203778679","0","50"
"98","9.14102564102564","0","30.76923076923077","8.615785256410257","0","30.76923076923077","12.116258741258742","0","50"
"99","9.27568503197794","0","30.76923076923077","8.51665521978022","0","30.036630036630036","12.175873473928394","0","50"
"100","9.39102564102564","0","30.76923076923077","8.456385118149823","0","30","12.039841737210159","0","50"
"101","9.257692307692308","0","30.76923076923077","8.322555304172951","0","28.47222222222222","11.763188565820146","0","50"
"102","9.769047619047619","0","31.333333333333332","8.489054933714376","0","28.529411764705884","12.03112083994437","0","50"
"103","9.72008547008547","0","30.76923076923077","8.13568376068376","0","26.666666666666668","12.483566433566434","0","50"
"104","9.515460030165913","0","30.76923076923077","8.137419871794872","0","26.666666666666668","12.625874125874127","0","50"
"105","9.882756509794554","0","34.6875","8.537971342383106","0","28.823529411764707","12.540404040404042","0","50"
"106","9.838267914880818","0","30.76923076923077","8.566239316239315","0","28.888888888888893","12.701631701631701","0","50"
"107","9.6209667525457","0","30.76923076923077","8.541360089186174","0","27.391304347826086","12.503496503496503","0","50"
"108","9.663862179487179","0","30.76923076923077","8.505525030525032","0","26.666666666666668","12.241258741258742","0","50"
"109","10.121535633484163","0","30.76923076923077","8.955128205128204","0","26.666666666666668","12.378010878010878","0","50"
"110","10.153508771929825","0","30","8.881643356643355","0","26.666666666666668","12.568181818181818","0","50"
"111","9.84853660593792","0","30","8.915040535444946","0","29.230769230769234","12.822760572760572","0","50"
"112","10.010669542016291","0","30.17543859649123","9.020512820512819","0","30","13.042540792540795","0","50"
"113","9.993240093240093","0","32.12121212121212","8.93783048144103","0","31.76470588235294","12.770859042917866","0","50"
"114","9.714778320234975","0","30","9.161089781678015","0","30.25","12.968466718466718","0","50"
"115","9.783841692495537","0","30","8.869071560248031","0","30","12.94838494838495","0","50"
"116","9.858302808302806","0","30","8.732905982905981","0","30","12.646236116824351","0","50"
"117","9.572021116138762","0","30","8.808201058201057","0","30","12.491258741258742","0","50"
"118","9.39102564102564","0","30","8.658831908831909","0","30","12.491258741258742","0","50"
"119","9.323717948717947","0","30","8.792735042735043","0","30","12.491258741258742","0","50"
"120","9.05818106624558","0","30","8.786630036630036","0","30","12.491258741258742","0","50"
"121","9.111613876319758","0","30","8.409294871794872","0","30","12.491258741258742","0","50"
"122","9.12540064102564","0","30","8.434294871794872","0","30","12.491258741258742","0","50"
"123","9.36080586080586","0","30","8.371794871794872","0","30","12.491258741258742","0","50"
"124","9.107371794871794","0","30","8.441970310391364","0","30","12.491258741258742","0","50"
"125","9.131410256410255","0","30","8.413461538461538","0","30","12.491258741258742","0","50"
"126","9.275641025641026","0","30","8.437767094017094","0","30","12.53073242546927","0","50"
"127","9.275641025641026","0","30","8.371794871794872","0","30","12.741258741258742","0","50"
"128","9.275641025641026","0","30","8.371794871794872","0","30","12.803758741258742","0","50"
"129","9.412374084249084","0","30","8.469834087481145","0","30","13.168479668479668","0","50"
"130","9.6438127090301","0","30","8.65967365967366","0","32.42424242424242","14.177972027972027","0","50"
"131","9.500641025641025","0","30","8.371794871794872","0","30","13.342074592074592","0","50"
"132","9.516616961469902","0","30","8.52179487179487","0","30","13.390381548276284","0","50"
"133","9.44460982773676","0","30","8.594017094017094","0","30","13.026307760866583","0","50"
"134","8.967745217745216","0","30","8.621794871794872","0","30","12.838480963480965","0","50"
"135","8.955840455840455","0","30","8.621794871794872","0","30","12.824592074592076","0","50"
"136","8.786858974358974","0","30","8.621794871794872","0","30","12.854003839297956","0","50"
"137","8.97118437118437","0","30","8.739441930618401","0","30","12.824592074592076","0","50"
"138","9.376555944055944","0","30","8.968461538461538","0","30","12.843822843822844","0","50"
"139","8.878984042777146","0","30.793650793650794","8.559806567701305","0","30","12.824592074592076","0","50"
"140","8.730135249366018","0","30","8.410631035631036","0","30","12.717449217449218","0","50"
"141","8.902496626180838","0","32.280701754385966","8.423076923076923","0","30","12.805361305361306","0","50"
"142","8.89102564102564","0","33.333333333333336","8.088966588966588","0","30","12.659957928250611","0","50"
"143","9.191679235796883","0","31.111111111111107","8.402078619909503","0","30","12.574592074592076","0","50"
"144","9.053418803418804","0","30.76923076923077","8.452488687782807","0","30.76923076923077","12.574592074592076","0","50"
"145","9.044645550527903","0","30","8.810721329952099","0","30.76923076923077","12.53014763014763","0","50"
"146","9.375145687645688","0","30.28846153846154","9.47168017848165","0","30.76923076923077","12.58784965034965","0","50"
"147","9.124358974358975","0","30.76923076923077","9.426923076923078","0","30.76923076923077","13.366766274661012","0","50"
"148","8.986555653797033","0","30.76923076923077","9.030446440932376","0","30.76923076923077","13.282439782439784","0","50"
"149","9.74384411884412","0","38.7962962962963","9.346581196581196","0","32.44444444444444","13.101252913752912","0","50"
"150","9.542918192918192","0","33.666666666666664","9.464555052790347","0","36.568627450980394","13.093577475156422","0","50"
"151","10.088141025641026","0","39.583333333333336","9.847888386123682","0","42.470588235294116","13.715832413200834","0","50"
"152","10.570060331825037","0","43.529411764705884","10.447802197802197","0","46.904761904761905","14.184083241320081","0","50"
"153","10.955163817663816","0","44.81481481481481","10.883918617614269","0","49.166666666666664","15.312628547922662","0","50"
"154","10.335999227193557","0","41.48148148148148","10.031318681318682","0","45.333333333333336","14.33507939428992","0","50"
"155","10.177814938684504","0","39.710144927536234","9.891910835409288","0","43.64407751404656","13.460507328928381","0","50"
"156","10.007122507122507","0","36.2962962962963","10.008547008547009","0","40.55555555555556","14.9248139680832","0","50"
"157","10.082546108861898","0","34.3859649122807","10.036324786324785","0","40","14.873795648795646","0","50"
"158","10.508418482102693","0","38.62990810359232","10.116515837104073","0","40","14.777389277389275","0","50"
"159","10.219571364308205","0","32.06349206349206","10.275894062078272","0","40","14.840836247086244","0","50"
"160","10.00432737197443","0","30.76923076923077","10.46339406207827","0","38.94736842105263","14.549864024864025","0","50"
"161","9.91025641025641","0","30.76923076923077","9.965628815628815","0","32.38095238095238","14.239510489510488","0","50"
"162","9.91025641025641","0","30.76923076923077","9.872507122507121","0","30.76923076923077","14.274864024864021","0","50"
"163","10.06417797888386","0","30.76923076923077","9.807387057387057","0","33.333333333333336","14.584805545331857","0","50"
"164","10.19775641025641","0","30.76923076923077","10.155448717948719","0","33.333333333333336","14.497086247086244","0","50"
"165","10.578774928774928","0","32.44444444444444","10.497863247863247","0","33.333333333333336","14.69676573426573","0","50"
"166","10.493589743589743","0","33.333333333333336","10.400641025641026","0","33.333333333333336","14.881701631701628","0","50"
"167","10.903846153846153","0","33.333333333333336","10.606227106227106","0","33.333333333333336","14.831405773713465","0","50"
"168","11.056089743589743","0","31.25","10.391025641025642","0","33.333333333333336","14.976661410484937","0","50"
"169","10.976923076923075","0","30.76923076923077","10.391025641025642","0","33.333333333333336","14.700706156588506","0","50"
"170","10.58554376657825","0","30.76923076923077","10.717948717948719","0","33.333333333333336","14.994201631701632","0","50"
"171","10.705451955451956","0","30.76923076923077","10.564658251964754","0","33.333333333333336","15.169386613894622","0","50"
"172","10.433411569896395","0","31.73076923076923","10.294534412955466","0","33.333333333333336","14.802945160899705","0","50"
"173","10.132928475033738","0","30.76923076923077","9.604001184503902","0","30.76923076923077","14.497086247086244","0","50"
"174","10.047619047619047","0","30.76923076923077","9.39102564102564","0","30.76923076923077","14.670792055167055","0","50"
"175","10.357371794871794","0","30.76923076923077","9.432855706385118","0","30.76923076923077","15.01829836829837","0","50"
"176","10.532051282051281","0","33.333333333333336","9.361089480514924","0","30.76923076923077","14.781808469308467","0","50"
"177","10.184418145956606","0","33.333333333333336","9.225477421129595","0","31.42857142857143","14.317086247086246","0","50"
"178","9.858974358974358","0","33.333333333333336","9.1003256003256","0","30.76923076923077","13.850965737478896","0","50"
"179","9.940323565323565","0","30.793650793650794","9.134188034188034","0","30.76923076923077","13.330419580419582","0","50"
"180","9.85897435897436","0","30.76923076923077","9.110576923076923","0","30.76923076923077","13.342919580419581","0","50"
"181","9.658974358974358","0","30.76923076923077","9.230094466936574","0","30.76923076923077","13.520895770895772","0","50"
"182","9.525641025641026","0","30.76923076923077","9.223076923076924","0","30.76923076923077","13.875716851374747","0","50"
"183","9.407297830374754","0","30.76923076923077","9.08974358974359","0","30.76923076923077","13.343100739839873","0","50"
"184","9.26923076923077","0","30.76923076923077","9.08974358974359","0","30.76923076923077","13.080419580419582","0","50"
"185","9.907051282051281","0","30.76923076923077","9.117216117216117","0","30.76923076923077","13.752233305909778","0","50"
"186","10.028137327416173","0","30.76923076923077","9.361711045364892","0","30.76923076923077","14.001611133964076","0","50"
"187","10.77980006105006","0","33.333333333333336","10.001648351648353","0","30.76923076923077","14.30727143227143","0","50"
"188","10.756230806230805","0","30.76923076923077","10.081501831501832","0","32.142857142857146","14.334805545331857","0","50"
"189","10.35169968919969","0","30.76923076923077","10.15491452991453","0","33.61111111111111","14.247086247086244","0","50"
"190","10.342650165926027","0","30.76923076923077","10.005827505827506","0","30.76923076923077","14.247086247086244","0","50"
"191","10.095571095571096","0","30.76923076923077","10.224358974358974","0","35","14.547433469308467","0","50"
"192","10.233479020979022","0","30.76923076923077","10.557692307692308","0","35","15.15478372676515","0","50"
"193","10.304530028794735","0","30.76923076923077","10.579059829059828","0","35","15.732816525579683","0","50"
"194","10.22008547008547","0","30.76923076923077","10.79180602006689","0","35","15.680843923877976","0","50"
"195","9.777777777777779","0","30.76923076923077","10.856837606837608","0","35","15.458469308469308","0","50"
"196","9.871916971916972","0","30.76923076923077","10.757692307692308","0","35","15.345563427800267","0","50"
"197","10.126532887402453","0","30.76923076923077","10.643162393162395","0","35","15.598498560263263","0","50"
"198","9.660987404408457","0","30.76923076923077","10.907326007326008","0","35","15.278955419580418","0","50"
